order_id,session_id,user_id,date,month,subject,package,price,device,source,ab_group
ORD0301,S04889,U3415,2025-01-08,2025-01,Physics,Monthly,149,Desktop,Email,A
ORD0302,S04896,U3420,2025-01-08,2025-01,Science,Monthly,149,Desktop,Email,B
ORD0303,S04968,U3467,2025-01-10,2025-01,Science,Trial,49,Desktop,Direct,B
ORD0304,S04980,U3303,2025-01-11,2025-01,Physics,Monthly,149,Mobile,Email,B
ORD0305,S04981,U3475,2025-01-11,2025-01,English,Monthly,149,Desktop,Email,A
ORD0306,S05003,U3492,2025-01-11,2025-01,Mathematics,Term,399,Tablet,Organic,A
ORD0307,S05014,U3497,2025-01-11,2025-01,English,Monthly,149,Desktop,Direct,B
ORD0308,S05031,U3512,2025-01-12,2025-01,English,Monthly,149,Desktop,Organic,B
ORD0309,S05042,U3518,2025-01-12,2025-01,English,Trial,49,Desktop,Organic,A
ORD0310,S05073,U1182,2025-01-14,2025-01,Physics,Trial,49,Mobile,Organic,A
ORD0311,S05130,U0934,2025-01-15,2025-01,Mathematics,Trial,49,Desktop,Organic,B
ORD0312,S05149,U2721,2025-01-15,2025-01,English,Monthly,149,Mobile,Organic,A
ORD0313,S05161,U3601,2025-01-16,2025-01,Chemistry,Trial,49,Desktop,Email,A
ORD0314,S05166,U3604,2025-01-16,2025-01,Chemistry,Trial,49,Desktop,Email,B
ORD0315,S05203,U3628,2025-01-17,2025-01,English,Term,399,Mobile,Organic,A
ORD0316,S05204,U3629,2025-01-17,2025-01,English,Term,399,Desktop,Email,B
ORD0317,S05209,U3632,2025-01-17,2025-01,Science,Monthly,149,Desktop,Paid,A
ORD0318,S05241,U2165,2025-01-18,2025-01,English,Monthly,149,Desktop,Organic,A
ORD0319,S05291,U1872,2025-01-20,2025-01,Mathematics,Trial,49,Mobile,Social,B
ORD0320,S05310,U3702,2025-01-21,2025-01,Science,Monthly,149,Mobile,Direct,A
ORD0321,S05318,U0411,2025-01-21,2025-01,Biology,Term,399,Desktop,Email,A
ORD0322,S05343,U3725,2025-01-22,2025-01,Physics,Trial,49,Desktop,Social,B
ORD0323,S05357,U3736,2025-01-22,2025-01,English,Trial,49,Desktop,Direct,B
ORD0324,S05381,U1229,2025-01-23,2025-01,Science,Trial,49,Mobile,Social,A
ORD0325,S05384,U3750,2025-01-23,2025-01,English,Monthly,149,Desktop,Organic,B
ORD0326,S05390,U1436,2025-01-23,2025-01,Mathematics,Monthly,149,Desktop,Organic,B
ORD0327,S05392,U3756,2025-01-23,2025-01,Science,Trial,49,Desktop,Email,B
ORD0328,S05395,U1342,2025-01-23,2025-01,Biology,Monthly,149,Mobile,Direct,A
ORD0329,S05435,U3786,2025-01-25,2025-01,Mathematics,Monthly,149,Desktop,Paid,B
ORD0330,S05436,U3787,2025-01-25,2025-01,Biology,Term,399,Mobile,Direct,A
ORD0331,S05442,U3211,2025-01-25,2025-01,Mathematics,Term,399,Desktop,Email,A
ORD0332,S05465,U3807,2025-01-25,2025-01,Science,Trial,49,Desktop,Email,B
ORD0333,S05473,U3813,2025-01-26,2025-01,Chemistry,Monthly,149,Mobile,Organic,A
ORD0334,S05499,U3832,2025-01-27,2025-01,English,Monthly,149,Desktop,Paid,B
ORD0335,S05500,U3833,2025-01-27,2025-01,Science,Monthly,149,Mobile,Email,A
ORD0336,S05503,U3836,2025-01-27,2025-01,Science,Trial,49,Desktop,Organic,B
ORD0337,S05514,U3844,2025-01-27,2025-01,Science,Trial,49,Mobile,Organic,B
ORD0338,S05521,U0743,2025-01-27,2025-01,Biology,Monthly,149,Desktop,Social,B
ORD0339,S05533,U3860,2025-01-28,2025-01,Mathematics,Monthly,149,Desktop,Social,A
ORD0340,S05536,U2168,2025-01-28,2025-01,Science,Trial,49,Desktop,Social,B
ORD0341,S05539,U3864,2025-01-28,2025-01,Mathematics,Term,399,Desktop,Organic,B
ORD0342,S05576,U3890,2025-01-29,2025-01,English,Trial,49,Desktop,Direct,B
ORD0343,S05586,U3899,2025-01-29,2025-01,Science,Trial,49,Desktop,Email,A
ORD0344,S05603,U3910,2025-01-30,2025-01,Mathematics,Trial,49,Desktop,Direct,B
ORD0345,S05621,U0937,2025-01-30,2025-01,Chemistry,Trial,49,Mobile,Organic,B
ORD0346,S05622,U3923,2025-01-30,2025-01,English,Trial,49,Desktop,Email,A
ORD0347,S05623,U3924,2025-01-30,2025-01,Science,Monthly,149,Desktop,Paid,B
ORD0348,S05632,U2639,2025-01-31,2025-01,English,Monthly,149,Desktop,Organic,B
ORD0349,S05636,U3935,2025-01-31,2025-01,Science,Term,399,Tablet,Paid,A
ORD0350,S05640,U2805,2025-01-31,2025-01,English,Monthly,149,Desktop,Paid,B
ORD0351,S05641,U3938,2025-01-31,2025-01,Physics,Trial,49,Desktop,Organic,B
ORD0352,S05643,U3940,2025-01-31,2025-01,Biology,Monthly,149,Mobile,Direct,A
ORD0353,S05692,U3978,2025-02-01,2025-02,English,Monthly,149,Mobile,Direct,B
ORD0354,S05693,U0268,2025-02-01,2025-02,Mathematics,Trial,49,Desktop,Email,B
ORD0355,S05724,U4003,2025-02-02,2025-02,Science,Trial,49,Desktop,Direct,B
ORD0356,S05748,U4018,2025-02-02,2025-02,Mathematics,Term,399,Desktop,Email,B
ORD0357,S05752,U0309,2025-02-02,2025-02,Mathematics,Term,399,Mobile,Direct,B
ORD0358,S05793,U0699,2025-02-03,2025-02,Science,Monthly,149,Desktop,Organic,A
ORD0359,S05802,U1498,2025-02-03,2025-02,Chemistry,Trial,49,Desktop,Organic,B
ORD0360,S05813,U4056,2025-02-03,2025-02,Chemistry,Term,399,Desktop,Direct,B
ORD0361,S05851,U3005,2025-02-04,2025-02,English,Trial,49,Desktop,Organic,A
ORD0362,S05856,U1213,2025-02-04,2025-02,Mathematics,Term,399,Desktop,Organic,B
ORD0363,S05872,U4098,2025-02-04,2025-02,Chemistry,Monthly,149,Mobile,Direct,B
ORD0364,S05885,U0199,2025-02-05,2025-02,English,Monthly,149,Mobile,Email,A
ORD0365,S05893,U4112,2025-02-05,2025-02,English,Monthly,149,Desktop,Direct,A
ORD0366,S05895,U4114,2025-02-05,2025-02,Mathematics,Trial,49,Mobile,Paid,B
ORD0367,S05941,U4144,2025-02-06,2025-02,Chemistry,Trial,49,Mobile,Paid,B
ORD0368,S05993,U0133,2025-02-06,2025-02,English,Trial,49,Desktop,Direct,A
ORD0369,S06014,U4199,2025-02-07,2025-02,English,Trial,49,Mobile,Email,A
ORD0370,S06017,U4202,2025-02-07,2025-02,English,Monthly,149,Tablet,Direct,B
ORD0371,S06022,U4206,2025-02-07,2025-02,Physics,Trial,49,Desktop,Direct,A
ORD0372,S06025,U1334,2025-02-07,2025-02,Mathematics,Monthly,149,Desktop,Direct,B
ORD0373,S06039,U3881,2025-02-07,2025-02,English,Term,399,Mobile,Organic,B
ORD0374,S06053,U4224,2025-02-07,2025-02,Biology,Term,399,Desktop,Social,B
ORD0375,S06071,U4234,2025-02-08,2025-02,Mathematics,Trial,49,Mobile,Email,B
ORD0376,S06079,U4241,2025-02-08,2025-02,Chemistry,Monthly,149,Tablet,Social,B
ORD0377,S06120,U4268,2025-02-09,2025-02,English,Trial,49,Desktop,Email,B
ORD0378,S06144,U4282,2025-02-09,2025-02,Science,Term,399,Desktop,Email,B
ORD0379,S06170,U4302,2025-02-09,2025-02,Science,Monthly,149,Desktop,Organic,B
ORD0380,S06194,U0347,2025-02-10,2025-02,Chemistry,Monthly,149,Desktop,Paid,B
ORD0381,S06195,U4316,2025-02-10,2025-02,Physics,Trial,49,Mobile,Organic,A
ORD0382,S06249,U4358,2025-02-10,2025-02,Biology,Trial,49,Tablet,Organic,A
ORD0383,S06287,U0070,2025-02-11,2025-02,English,Monthly,149,Desktop,Email,B
ORD0384,S06314,U1272,2025-02-11,2025-02,Mathematics,Trial,49,Desktop,Organic,B
ORD0385,S06323,U4406,2025-02-12,2025-02,Biology,Trial,49,Desktop,Direct,A
ORD0386,S06349,U2725,2025-02-12,2025-02,Biology,Monthly,149,Mobile,Social,A
ORD0387,S06355,U4430,2025-02-12,2025-02,Biology,Term,399,Desktop,Direct,A
ORD0388,S06357,U1878,2025-02-12,2025-02,Science,Monthly,149,Tablet,Direct,A
ORD0389,S06361,U3415,2025-02-12,2025-02,Biology,Monthly,149,Desktop,Direct,B
ORD0390,S06370,U4442,2025-02-12,2025-02,Mathematics,Term,399,Mobile,Email,B
ORD0391,S06372,U3932,2025-02-12,2025-02,English,Trial,49,Desktop,Organic,A
ORD0392,S06378,U4445,2025-02-12,2025-02,Chemistry,Monthly,149,Mobile,Email,A
ORD0393,S06407,U1541,2025-02-13,2025-02,English,Monthly,149,Mobile,Email,B
ORD0394,S06419,U0874,2025-02-13,2025-02,Mathematics,Monthly,149,Desktop,Social,B
ORD0395,S06426,U4482,2025-02-13,2025-02,English,Monthly,149,Desktop,Email,A
ORD0396,S06443,U4492,2025-02-13,2025-02,Physics,Term,399,Desktop,Organic,B
ORD0397,S06444,U4493,2025-02-13,2025-02,Science,Monthly,149,Tablet,Organic,B
ORD0398,S06464,U4077,2025-02-14,2025-02,Chemistry,Monthly,149,Desktop,Social,B
ORD0399,S06471,U4512,2025-02-14,2025-02,Science,Monthly,149,Desktop,Email,A
ORD0400,S06474,U4514,2025-02-14,2025-02,English,Term,399,Desktop,Social,A
ORD0401,S06496,U4529,2025-02-14,2025-02,Mathematics,Monthly,149,Mobile,Organic,B
ORD0402,S06503,U4534,2025-02-14,2025-02,Biology,Term,399,Desktop,Direct,A
ORD0403,S06510,U4538,2025-02-15,2025-02,Chemistry,Monthly,149,Desktop,Social,A
ORD0404,S06528,U2101,2025-02-15,2025-02,Science,Trial,49,Desktop,Organic,B
ORD0405,S06529,U4552,2025-02-15,2025-02,English,Monthly,149,Desktop,Email,B
ORD0406,S06534,U4554,2025-02-15,2025-02,Mathematics,Term,399,Mobile,Direct,B
ORD0407,S06543,U4560,2025-02-15,2025-02,English,Term,399,Mobile,Direct,B
ORD0408,S06554,U3098,2025-02-15,2025-02,English,Monthly,149,Mobile,Organic,A
ORD0409,S06578,U4582,2025-02-16,2025-02,Mathematics,Monthly,149,Mobile,Email,A
ORD0410,S06592,U4589,2025-02-16,2025-02,Science,Term,399,Mobile,Direct,B
ORD0411,S06610,U4600,2025-02-16,2025-02,English,Monthly,149,Tablet,Organic,A
ORD0412,S06617,U4603,2025-02-16,2025-02,Science,Trial,49,Desktop,Organic,A
ORD0413,S06620,U4606,2025-02-16,2025-02,Physics,Monthly,149,Desktop,Paid,B
ORD0414,S06652,U4627,2025-02-17,2025-02,Science,Monthly,149,Mobile,Direct,A
ORD0415,S06663,U4636,2025-02-17,2025-02,English,Trial,49,Mobile,Social,B
ORD0416,S06690,U4656,2025-02-17,2025-02,Science,Monthly,149,Desktop,Direct,B
ORD0417,S06701,U4666,2025-02-18,2025-02,English,Monthly,149,Mobile,Email,A
ORD0418,S06718,U4680,2025-02-18,2025-02,Science,Monthly,149,Mobile,Email,B
ORD0419,S06727,U4685,2025-02-18,2025-02,English,Trial,49,Mobile,Email,A
ORD0420,S06743,U4697,2025-02-18,2025-02,Chemistry,Monthly,149,Mobile,Direct,B
ORD0421,S06769,U4718,2025-02-19,2025-02,Chemistry,Trial,49,Desktop,Direct,A
ORD0422,S06789,U1775,2025-02-19,2025-02,Physics,Trial,49,Desktop,Email,A
ORD0423,S06801,U4743,2025-02-19,2025-02,English,Monthly,149,Desktop,Social,B
ORD0424,S06808,U4748,2025-02-19,2025-02,Biology,Trial,49,Desktop,Organic,B
ORD0425,S06810,U4749,2025-02-19,2025-02,Physics,Trial,49,Desktop,Email,B
ORD0426,S06812,U4751,2025-02-19,2025-02,Mathematics,Trial,49,Desktop,Organic,B
ORD0427,S06829,U2159,2025-02-20,2025-02,Science,Trial,49,Mobile,Direct,B
ORD0428,S06882,U4796,2025-02-21,2025-02,Mathematics,Trial,49,Mobile,Organic,A
ORD0429,S06926,U4828,2025-02-21,2025-02,Science,Trial,49,Desktop,Direct,A
ORD0430,S06948,U4133,2025-02-22,2025-02,English,Trial,49,Desktop,Email,B
ORD0431,S06952,U4846,2025-02-22,2025-02,English,Monthly,149,Mobile,Email,A
ORD0432,S06972,U4858,2025-02-22,2025-02,Mathematics,Monthly,149,Desktop,Paid,B
ORD0433,S06978,U4864,2025-02-22,2025-02,Mathematics,Monthly,149,Mobile,Organic,A
ORD0434,S07002,U4881,2025-02-23,2025-02,Chemistry,Trial,49,Desktop,Organic,B
ORD0435,S07018,U4894,2025-02-23,2025-02,Mathematics,Trial,49,Desktop,Organic,B
ORD0436,S07024,U4898,2025-02-23,2025-02,English,Monthly,149,Mobile,Email,B
ORD0437,S07080,U4943,2025-02-24,2025-02,English,Monthly,149,Desktop,Social,B
ORD0438,S07113,U4964,2025-02-25,2025-02,Mathematics,Monthly,149,Mobile,Direct,B
ORD0439,S07114,U4965,2025-02-25,2025-02,Mathematics,Term,399,Mobile,Direct,B
ORD0440,S07125,U2331,2025-02-25,2025-02,Mathematics,Trial,49,Desktop,Organic,A
ORD0441,S07135,U4981,2025-02-25,2025-02,Science,Trial,49,Desktop,Organic,B
ORD0442,S07145,U1280,2025-02-25,2025-02,Chemistry,Term,399,Mobile,Email,B
ORD0443,S07151,U4990,2025-02-25,2025-02,English,Term,399,Mobile,Direct,B
ORD0444,S07157,U2339,2025-02-25,2025-02,Chemistry,Trial,49,Tablet,Direct,A
ORD0445,S07170,U5001,2025-02-25,2025-02,Physics,Term,399,Desktop,Organic,A
ORD0446,S07174,U5003,2025-02-25,2025-02,English,Monthly,149,Desktop,Direct,B
ORD0447,S07199,U5018,2025-02-26,2025-02,Physics,Monthly,149,Tablet,Social,B
ORD0448,S07234,U5044,2025-02-27,2025-02,Mathematics,Trial,49,Desktop,Email,B
ORD0449,S07247,U0918,2025-02-27,2025-02,Biology,Monthly,149,Desktop,Direct,B
ORD0450,S07248,U5055,2025-02-27,2025-02,Science,Term,399,Desktop,Organic,A
ORD0451,S07251,U5058,2025-02-27,2025-02,Mathematics,Monthly,149,Mobile,Paid,A
ORD0452,S07252,U5059,2025-02-27,2025-02,Science,Trial,49,Desktop,Paid,A
ORD0453,S07260,U1414,2025-02-27,2025-02,Science,Term,399,Desktop,Email,B
ORD0454,S07261,U4425,2025-02-27,2025-02,Mathematics,Term,399,Mobile,Paid,B
ORD0455,S07270,U5072,2025-02-27,2025-02,Biology,Term,399,Desktop,Email,B
ORD0456,S07295,U5086,2025-02-28,2025-02,Science,Term,399,Desktop,Organic,A
ORD0457,S07310,U5095,2025-02-28,2025-02,Chemistry,Term,399,Tablet,Organic,A
ORD0458,S07311,U2037,2025-02-28,2025-02,English,Monthly,149,Desktop,Organic,A
ORD0459,S07318,U5100,2025-02-28,2025-02,Mathematics,Trial,49,Mobile,Social,B
ORD0460,S07323,U5104,2025-02-28,2025-02,Science,Trial,49,Desktop,Direct,B
ORD0461,S07326,U5107,2025-02-28,2025-02,English,Term,399,Mobile,Email,B
ORD0462,S07354,U5125,2025-02-28,2025-02,Mathematics,Term,399,Desktop,Social,B
ORD0463,S07355,U5126,2025-02-28,2025-02,Mathematics,Monthly,149,Mobile,Email,A
ORD0464,S07388,U5147,2025-03-01,2025-03,English,Trial,49,Desktop,Direct,A
ORD0465,S07399,U5155,2025-03-01,2025-03,Chemistry,Monthly,149,Desktop,Email,B
ORD0466,S07429,U5175,2025-03-01,2025-03,Science,Term,399,Mobile,Social,B
ORD0467,S07438,U2504,2025-03-01,2025-03,Mathematics,Monthly,149,Tablet,Direct,A
ORD0468,S07450,U5190,2025-03-02,2025-03,Science,Monthly,149,Mobile,Email,B
ORD0469,S07464,U1906,2025-03-02,2025-03,Science,Term,399,Desktop,Email,B
ORD0470,S07476,U5208,2025-03-02,2025-03,Science,Monthly,149,Mobile,Email,B
ORD0471,S07478,U0993,2025-03-02,2025-03,Chemistry,Trial,49,Mobile,Direct,B
ORD0472,S07480,U5210,2025-03-02,2025-03,Science,Monthly,149,Desktop,Social,A
ORD0473,S07492,U5218,2025-03-02,2025-03,English,Monthly,149,Desktop,Social,B
ORD0474,S07498,U5224,2025-03-02,2025-03,Chemistry,Monthly,149,Desktop,Email,A
ORD0475,S07503,U5227,2025-03-02,2025-03,Science,Monthly,149,Desktop,Organic,B
ORD0476,S07514,U5233,2025-03-02,2025-03,Physics,Monthly,149,Mobile,Organic,B
ORD0477,S07521,U5240,2025-03-02,2025-03,Chemistry,Term,399,Desktop,Email,A
ORD0478,S07560,U0408,2025-03-03,2025-03,English,Monthly,149,Desktop,Organic,B
ORD0479,S07575,U5272,2025-03-03,2025-03,English,Monthly,149,Desktop,Organic,A
ORD0480,S07586,U3788,2025-03-03,2025-03,Mathematics,Term,399,Desktop,Direct,B
ORD0481,S07603,U0580,2025-03-03,2025-03,Mathematics,Trial,49,Desktop,Organic,B
ORD0482,S07612,U5298,2025-03-04,2025-03,Physics,Monthly,149,Desktop,Direct,B
ORD0483,S07623,U2737,2025-03-04,2025-03,Mathematics,Trial,49,Mobile,Email,A
ORD0484,S07632,U5313,2025-03-04,2025-03,Science,Monthly,149,Desktop,Organic,A
ORD0485,S07649,U5328,2025-03-04,2025-03,English,Monthly,149,Mobile,Organic,B
ORD0486,S07658,U5337,2025-03-04,2025-03,Mathematics,Monthly,149,Desktop,Direct,B
ORD0487,S07673,U5348,2025-03-04,2025-03,Mathematics,Monthly,149,Mobile,Paid,B
ORD0488,S07686,U5359,2025-03-05,2025-03,Science,Monthly,149,Desktop,Direct,A
ORD0489,S07688,U5361,2025-03-05,2025-03,Science,Monthly,149,Desktop,Email,B
ORD0490,S07698,U5370,2025-03-05,2025-03,Science,Monthly,149,Mobile,Organic,A
ORD0491,S07710,U5378,2025-03-05,2025-03,Science,Monthly,149,Desktop,Direct,B
ORD0492,S07714,U0956,2025-03-05,2025-03,Physics,Monthly,149,Mobile,Email,A
ORD0493,S07733,U4512,2025-03-05,2025-03,Biology,Monthly,149,Mobile,Direct,B
ORD0494,S07737,U5396,2025-03-05,2025-03,English,Term,399,Desktop,Email,B
ORD0495,S07751,U5408,2025-03-05,2025-03,Chemistry,Monthly,149,Desktop,Email,B
ORD0496,S07775,U5422,2025-03-06,2025-03,Chemistry,Monthly,149,Desktop,Organic,A
ORD0497,S07834,U1974,2025-03-06,2025-03,Chemistry,Trial,49,Tablet,Email,A
ORD0498,S07860,U1963,2025-03-07,2025-03,Biology,Monthly,149,Desktop,Email,B
ORD0499,S07863,U3153,2025-03-07,2025-03,Mathematics,Term,399,Desktop,Email,A
ORD0500,S07896,U5505,2025-03-07,2025-03,Physics,Monthly,149,Desktop,Direct,A
ORD0501,S07928,U5528,2025-03-08,2025-03,Science,Term,399,Mobile,Direct,A
ORD0502,S07949,U4165,2025-03-08,2025-03,Science,Monthly,149,Desktop,Direct,B
ORD0503,S07969,U5560,2025-03-08,2025-03,English,Monthly,149,Desktop,Direct,B
ORD0504,S07975,U3901,2025-03-08,2025-03,Biology,Monthly,149,Desktop,Social,B
ORD0505,S08001,U5579,2025-03-08,2025-03,Chemistry,Trial,49,Desktop,Organic,B
ORD0506,S08013,U1022,2025-03-09,2025-03,Science,Trial,49,Desktop,Email,B
ORD0507,S08014,U4802,2025-03-09,2025-03,Physics,Monthly,149,Desktop,Paid,B
ORD0508,S08029,U5602,2025-03-09,2025-03,English,Term,399,Mobile,Email,A
ORD0509,S08031,U5603,2025-03-09,2025-03,Mathematics,Monthly,149,Desktop,Organic,B
ORD0510,S08053,U5620,2025-03-09,2025-03,Physics,Trial,49,Desktop,Email,B
ORD0511,S08059,U5624,2025-03-09,2025-03,Mathematics,Term,399,Desktop,Direct,A
ORD0512,S08072,U5634,2025-03-09,2025-03,Science,Trial,49,Mobile,Organic,B
ORD0513,S08078,U2003,2025-03-09,2025-03,Mathematics,Monthly,149,Desktop,Email,B
ORD0514,S08098,U3338,2025-03-10,2025-03,Science,Monthly,149,Desktop,Email,B
ORD0515,S08107,U5659,2025-03-10,2025-03,Science,Monthly,149,Mobile,Organic,B
ORD0516,S08112,U5664,2025-03-10,2025-03,Chemistry,Monthly,149,Mobile,Email,B
ORD0517,S08126,U1916,2025-03-10,2025-03,Physics,Monthly,149,Desktop,Social,B
ORD0518,S08147,U5686,2025-03-10,2025-03,Mathematics,Trial,49,Desktop,Organic,A
ORD0519,S08154,U5692,2025-03-10,2025-03,Chemistry,Monthly,149,Mobile,Email,A
ORD0520,S08159,U2161,2025-03-10,2025-03,Mathematics,Monthly,149,Desktop,Direct,B
ORD0521,S08177,U5706,2025-03-11,2025-03,Chemistry,Trial,49,Desktop,Email,A
ORD0522,S08201,U5720,2025-03-11,2025-03,English,Monthly,149,Tablet,Direct,A
ORD0523,S08216,U5732,2025-03-11,2025-03,Physics,Trial,49,Desktop,Email,B
ORD0524,S08219,U5735,2025-03-11,2025-03,Science,Monthly,149,Desktop,Email,B
ORD0525,S08222,U5737,2025-03-11,2025-03,English,Trial,49,Desktop,Direct,B
ORD0526,S08229,U5743,2025-03-11,2025-03,Chemistry,Monthly,149,Desktop,Paid,A
ORD0527,S08231,U4214,2025-03-11,2025-03,Mathematics,Term,399,Desktop,Organic,A
ORD0528,S08247,U4402,2025-03-12,2025-03,English,Trial,49,Mobile,Email,B
ORD0529,S08249,U5520,2025-03-12,2025-03,English,Trial,49,Desktop,Organic,A
ORD0530,S08273,U4502,2025-03-12,2025-03,Chemistry,Trial,49,Desktop,Organic,A
ORD0531,S08280,U5176,2025-03-12,2025-03,Chemistry,Trial,49,Desktop,Direct,B
ORD0532,S08283,U5778,2025-03-12,2025-03,Mathematics,Trial,49,Desktop,Direct,B
ORD0533,S08301,U3727,2025-03-12,2025-03,Biology,Term,399,Tablet,Email,B
ORD0534,S08303,U5796,2025-03-12,2025-03,Mathematics,Trial,49,Mobile,Social,A
ORD0535,S08317,U5807,2025-03-12,2025-03,English,Trial,49,Mobile,Organic,B
ORD0536,S08346,U5831,2025-03-13,2025-03,English,Monthly,149,Desktop,Direct,A
ORD0537,S08359,U2589,2025-03-13,2025-03,Mathematics,Monthly,149,Desktop,Direct,B
ORD0538,S08363,U5842,2025-03-13,2025-03,Mathematics,Monthly,149,Desktop,Direct,A
ORD0539,S08388,U5856,2025-03-13,2025-03,Science,Monthly,149,Mobile,Email,B
ORD0540,S08395,U5859,2025-03-13,2025-03,Physics,Term,399,Desktop,Direct,A
ORD0541,S08417,U4882,2025-03-14,2025-03,Chemistry,Monthly,149,Mobile,Paid,B
ORD0542,S08420,U5876,2025-03-14,2025-03,Mathematics,Term,399,Desktop,Direct,A
ORD0543,S08429,U2837,2025-03-14,2025-03,Science,Monthly,149,Desktop,Email,B
ORD0544,S08473,U2798,2025-03-14,2025-03,Mathematics,Monthly,149,Desktop,Social,B
ORD0545,S08503,U5934,2025-03-15,2025-03,Biology,Trial,49,Tablet,Email,A
ORD0546,S08514,U5941,2025-03-15,2025-03,Chemistry,Trial,49,Desktop,Organic,B
ORD0547,S08528,U5954,2025-03-15,2025-03,English,Trial,49,Mobile,Organic,B
ORD0548,S08534,U3495,2025-03-15,2025-03,English,Monthly,149,Mobile,Email,A
ORD0549,S08573,U5985,2025-03-16,2025-03,Mathematics,Monthly,149,Mobile,Email,A
ORD0550,S08576,U1754,2025-03-16,2025-03,Mathematics,Monthly,149,Mobile,Email,A
ORD0551,S08596,U6002,2025-03-16,2025-03,Biology,Trial,49,Desktop,Email,A
ORD0552,S08597,U1611,2025-03-16,2025-03,English,Trial,49,Desktop,Organic,B
ORD0553,S08618,U6018,2025-03-16,2025-03,Mathematics,Monthly,149,Desktop,Direct,A
ORD0554,S08622,U6021,2025-03-16,2025-03,English,Monthly,149,Desktop,Social,A
ORD0555,S08632,U3815,2025-03-16,2025-03,English,Trial,49,Desktop,Social,B
ORD0556,S08644,U3891,2025-03-17,2025-03,Mathematics,Trial,49,Desktop,Direct,A
ORD0557,S08646,U6035,2025-03-17,2025-03,Physics,Trial,49,Desktop,Direct,A
ORD0558,S08676,U6048,2025-03-17,2025-03,Mathematics,Trial,49,Desktop,Organic,B
ORD0559,S08684,U6053,2025-03-17,2025-03,Science,Monthly,149,Desktop,Organic,A
ORD0560,S08689,U5468,2025-03-17,2025-03,Mathematics,Term,399,Desktop,Email,B
ORD0561,S08701,U6066,2025-03-17,2025-03,Science,Monthly,149,Desktop,Email,A
ORD0562,S08707,U6071,2025-03-17,2025-03,Science,Trial,49,Desktop,Organic,B
ORD0563,S08724,U0169,2025-03-18,2025-03,English,Term,399,Mobile,Organic,A
ORD0564,S08728,U6085,2025-03-18,2025-03,Mathematics,Term,399,Desktop,Social,B
ORD0565,S08745,U0416,2025-03-18,2025-03,Chemistry,Term,399,Desktop,Organic,A
ORD0566,S08748,U3560,2025-03-18,2025-03,English,Trial,49,Desktop,Email,B
ORD0567,S08756,U5446,2025-03-18,2025-03,English,Monthly,149,Mobile,Direct,A
ORD0568,S08765,U6110,2025-03-18,2025-03,Mathematics,Monthly,149,Desktop,Organic,A
ORD0569,S08778,U6119,2025-03-18,2025-03,Chemistry,Monthly,149,Mobile,Organic,B
ORD0570,S08779,U5078,2025-03-18,2025-03,Mathematics,Monthly,149,Desktop,Paid,B
ORD0571,S08785,U6125,2025-03-18,2025-03,English,Monthly,149,Desktop,Organic,A
ORD0572,S08787,U0260,2025-03-18,2025-03,Mathematics,Monthly,149,Mobile,Email,B
ORD0573,S08789,U3346,2025-03-18,2025-03,Physics,Trial,49,Desktop,Organic,A
ORD0574,S08791,U0710,2025-03-18,2025-03,Science,Trial,49,Desktop,Organic,B
ORD0575,S08808,U1939,2025-03-19,2025-03,English,Term,399,Tablet,Organic,A
ORD0576,S08816,U6146,2025-03-19,2025-03,English,Monthly,149,Desktop,Email,B
ORD0577,S08828,U6156,2025-03-19,2025-03,Mathematics,Trial,49,Desktop,Direct,B
ORD0578,S08830,U6157,2025-03-19,2025-03,Mathematics,Monthly,149,Tablet,Social,B
ORD0579,S08842,U1410,2025-03-19,2025-03,English,Trial,49,Desktop,Direct,A
ORD0580,S08845,U1014,2025-03-19,2025-03,Biology,Trial,49,Desktop,Email,B
ORD0581,S08847,U4510,2025-03-19,2025-03,Chemistry,Trial,49,Desktop,Direct,B
ORD0582,S08848,U2041,2025-03-19,2025-03,Physics,Monthly,149,Desktop,Social,B
ORD0583,S08855,U6172,2025-03-19,2025-03,Chemistry,Monthly,149,Mobile,Organic,A
ORD0584,S08861,U6177,2025-03-19,2025-03,Science,Monthly,149,Desktop,Email,B
ORD0585,S08866,U6180,2025-03-19,2025-03,Science,Term,399,Desktop,Direct,A
ORD0586,S08877,U6187,2025-03-19,2025-03,English,Monthly,149,Desktop,Direct,B
ORD0587,S08893,U6198,2025-03-19,2025-03,Mathematics,Term,399,Mobile,Email,B
ORD0588,S08908,U6206,2025-03-20,2025-03,Mathematics,Trial,49,Mobile,Direct,A
ORD0589,S08912,U6209,2025-03-20,2025-03,Mathematics,Monthly,149,Tablet,Email,B
ORD0590,S08969,U6253,2025-03-21,2025-03,Science,Trial,49,Desktop,Email,A
ORD0591,S08973,U6257,2025-03-21,2025-03,Science,Trial,49,Desktop,Organic,A
ORD0592,S09001,U6275,2025-03-21,2025-03,English,Monthly,149,Mobile,Organic,A
ORD0593,S09028,U6296,2025-03-21,2025-03,Mathematics,Trial,49,Desktop,Organic,A
ORD0594,S09030,U6297,2025-03-21,2025-03,Mathematics,Monthly,149,Desktop,Paid,A
ORD0595,S09034,U6300,2025-03-21,2025-03,Mathematics,Monthly,149,Desktop,Organic,B
ORD0596,S09037,U6302,2025-03-21,2025-03,Chemistry,Trial,49,Desktop,Paid,B
ORD0597,S09051,U4549,2025-03-22,2025-03,Mathematics,Monthly,149,Desktop,Direct,A
