session_id,date,month,device,source,ab_group,stage,reached
S03244,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03244,2024-11-25,2024-11,Desktop,Organic,B,services_view,0
S03244,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,0
S03244,2024-11-25,2024-11,Desktop,Organic,B,cart_add,0
S03244,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03244,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03245,2024-11-25,2024-11,Mobile,Social,B,landing,1
S03245,2024-11-25,2024-11,Mobile,Social,B,services_view,0
S03245,2024-11-25,2024-11,Mobile,Social,B,pricing_view,0
S03245,2024-11-25,2024-11,Mobile,Social,B,cart_add,1
S03245,2024-11-25,2024-11,Mobile,Social,B,checkout_start,0
S03245,2024-11-25,2024-11,Mobile,Social,B,checkout_complete,0
S03246,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03246,2024-11-25,2024-11,Desktop,Organic,B,services_view,1
S03246,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,0
S03246,2024-11-25,2024-11,Desktop,Organic,B,cart_add,0
S03246,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03246,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03247,2024-11-25,2024-11,Desktop,Email,A,landing,1
S03247,2024-11-25,2024-11,Desktop,Email,A,services_view,1
S03247,2024-11-25,2024-11,Desktop,Email,A,pricing_view,1
S03247,2024-11-25,2024-11,Desktop,Email,A,cart_add,0
S03247,2024-11-25,2024-11,Desktop,Email,A,checkout_start,0
S03247,2024-11-25,2024-11,Desktop,Email,A,checkout_complete,0
S03248,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03248,2024-11-25,2024-11,Desktop,Organic,A,services_view,0
S03248,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,0
S03248,2024-11-25,2024-11,Desktop,Organic,A,cart_add,1
S03248,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,0
S03248,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03249,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03249,2024-11-25,2024-11,Desktop,Organic,B,services_view,0
S03249,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,0
S03249,2024-11-25,2024-11,Desktop,Organic,B,cart_add,0
S03249,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03249,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03250,2024-11-25,2024-11,Desktop,Direct,A,landing,1
S03250,2024-11-25,2024-11,Desktop,Direct,A,services_view,1
S03250,2024-11-25,2024-11,Desktop,Direct,A,pricing_view,0
S03250,2024-11-25,2024-11,Desktop,Direct,A,cart_add,0
S03250,2024-11-25,2024-11,Desktop,Direct,A,checkout_start,1
S03250,2024-11-25,2024-11,Desktop,Direct,A,checkout_complete,0
S03251,2024-11-25,2024-11,Desktop,Paid,B,landing,1
S03251,2024-11-25,2024-11,Desktop,Paid,B,services_view,0
S03251,2024-11-25,2024-11,Desktop,Paid,B,pricing_view,0
S03251,2024-11-25,2024-11,Desktop,Paid,B,cart_add,0
S03251,2024-11-25,2024-11,Desktop,Paid,B,checkout_start,0
S03251,2024-11-25,2024-11,Desktop,Paid,B,checkout_complete,0
S03252,2024-11-25,2024-11,Tablet,Organic,A,landing,1
S03252,2024-11-25,2024-11,Tablet,Organic,A,services_view,0
S03252,2024-11-25,2024-11,Tablet,Organic,A,pricing_view,0
S03252,2024-11-25,2024-11,Tablet,Organic,A,cart_add,0
S03252,2024-11-25,2024-11,Tablet,Organic,A,checkout_start,0
S03252,2024-11-25,2024-11,Tablet,Organic,A,checkout_complete,0
S03253,2024-11-25,2024-11,Tablet,Direct,B,landing,1
S03253,2024-11-25,2024-11,Tablet,Direct,B,services_view,1
S03253,2024-11-25,2024-11,Tablet,Direct,B,pricing_view,0
S03253,2024-11-25,2024-11,Tablet,Direct,B,cart_add,0
S03253,2024-11-25,2024-11,Tablet,Direct,B,checkout_start,1
S03253,2024-11-25,2024-11,Tablet,Direct,B,checkout_complete,0
S03254,2024-11-25,2024-11,Mobile,Direct,A,landing,1
S03254,2024-11-25,2024-11,Mobile,Direct,A,services_view,0
S03254,2024-11-25,2024-11,Mobile,Direct,A,pricing_view,0
S03254,2024-11-25,2024-11,Mobile,Direct,A,cart_add,0
S03254,2024-11-25,2024-11,Mobile,Direct,A,checkout_start,0
S03254,2024-11-25,2024-11,Mobile,Direct,A,checkout_complete,0
S03255,2024-11-25,2024-11,Desktop,Social,B,landing,1
S03255,2024-11-25,2024-11,Desktop,Social,B,services_view,0
S03255,2024-11-25,2024-11,Desktop,Social,B,pricing_view,1
S03255,2024-11-25,2024-11,Desktop,Social,B,cart_add,0
S03255,2024-11-25,2024-11,Desktop,Social,B,checkout_start,1
S03255,2024-11-25,2024-11,Desktop,Social,B,checkout_complete,0
S03256,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03256,2024-11-25,2024-11,Desktop,Organic,A,services_view,0
S03256,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,1
S03256,2024-11-25,2024-11,Desktop,Organic,A,cart_add,0
S03256,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,1
S03256,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03257,2024-11-25,2024-11,Mobile,Organic,B,landing,1
S03257,2024-11-25,2024-11,Mobile,Organic,B,services_view,1
S03257,2024-11-25,2024-11,Mobile,Organic,B,pricing_view,1
S03257,2024-11-25,2024-11,Mobile,Organic,B,cart_add,0
S03257,2024-11-25,2024-11,Mobile,Organic,B,checkout_start,0
S03257,2024-11-25,2024-11,Mobile,Organic,B,checkout_complete,0
S03258,2024-11-25,2024-11,Mobile,Direct,A,landing,1
S03258,2024-11-25,2024-11,Mobile,Direct,A,services_view,0
S03258,2024-11-25,2024-11,Mobile,Direct,A,pricing_view,0
S03258,2024-11-25,2024-11,Mobile,Direct,A,cart_add,0
S03258,2024-11-25,2024-11,Mobile,Direct,A,checkout_start,0
S03258,2024-11-25,2024-11,Mobile,Direct,A,checkout_complete,0
S03259,2024-11-25,2024-11,Mobile,Social,B,landing,1
S03259,2024-11-25,2024-11,Mobile,Social,B,services_view,1
S03259,2024-11-25,2024-11,Mobile,Social,B,pricing_view,0
S03259,2024-11-25,2024-11,Mobile,Social,B,cart_add,0
S03259,2024-11-25,2024-11,Mobile,Social,B,checkout_start,0
S03259,2024-11-25,2024-11,Mobile,Social,B,checkout_complete,0
S03260,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03260,2024-11-25,2024-11,Desktop,Organic,A,services_view,0
S03260,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,0
S03260,2024-11-25,2024-11,Desktop,Organic,A,cart_add,1
S03260,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,0
S03260,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03261,2024-11-25,2024-11,Mobile,Email,B,landing,1
S03261,2024-11-25,2024-11,Mobile,Email,B,services_view,1
S03261,2024-11-25,2024-11,Mobile,Email,B,pricing_view,1
S03261,2024-11-25,2024-11,Mobile,Email,B,cart_add,1
S03261,2024-11-25,2024-11,Mobile,Email,B,checkout_start,0
S03261,2024-11-25,2024-11,Mobile,Email,B,checkout_complete,0
S03262,2024-11-25,2024-11,Desktop,Direct,A,landing,1
S03262,2024-11-25,2024-11,Desktop,Direct,A,services_view,0
S03262,2024-11-25,2024-11,Desktop,Direct,A,pricing_view,1
S03262,2024-11-25,2024-11,Desktop,Direct,A,cart_add,1
S03262,2024-11-25,2024-11,Desktop,Direct,A,checkout_start,0
S03262,2024-11-25,2024-11,Desktop,Direct,A,checkout_complete,0
S03263,2024-11-25,2024-11,Desktop,Direct,A,landing,1
S03263,2024-11-25,2024-11,Desktop,Direct,A,services_view,1
S03263,2024-11-25,2024-11,Desktop,Direct,A,pricing_view,0
S03263,2024-11-25,2024-11,Desktop,Direct,A,cart_add,0
S03263,2024-11-25,2024-11,Desktop,Direct,A,checkout_start,0
S03263,2024-11-25,2024-11,Desktop,Direct,A,checkout_complete,0
S03264,2024-11-25,2024-11,Desktop,Email,A,landing,1
S03264,2024-11-25,2024-11,Desktop,Email,A,services_view,1
S03264,2024-11-25,2024-11,Desktop,Email,A,pricing_view,1
S03264,2024-11-25,2024-11,Desktop,Email,A,cart_add,0
S03264,2024-11-25,2024-11,Desktop,Email,A,checkout_start,0
S03264,2024-11-25,2024-11,Desktop,Email,A,checkout_complete,0
S03265,2024-11-25,2024-11,Mobile,Social,B,landing,1
S03265,2024-11-25,2024-11,Mobile,Social,B,services_view,1
S03265,2024-11-25,2024-11,Mobile,Social,B,pricing_view,0
S03265,2024-11-25,2024-11,Mobile,Social,B,cart_add,0
S03265,2024-11-25,2024-11,Mobile,Social,B,checkout_start,0
S03265,2024-11-25,2024-11,Mobile,Social,B,checkout_complete,1
S03266,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03266,2024-11-25,2024-11,Desktop,Organic,B,services_view,0
S03266,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,1
S03266,2024-11-25,2024-11,Desktop,Organic,B,cart_add,0
S03266,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03266,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03267,2024-11-25,2024-11,Mobile,Direct,A,landing,1
S03267,2024-11-25,2024-11,Mobile,Direct,A,services_view,0
S03267,2024-11-25,2024-11,Mobile,Direct,A,pricing_view,1
S03267,2024-11-25,2024-11,Mobile,Direct,A,cart_add,0
S03267,2024-11-25,2024-11,Mobile,Direct,A,checkout_start,0
S03267,2024-11-25,2024-11,Mobile,Direct,A,checkout_complete,0
S03268,2024-11-25,2024-11,Mobile,Direct,A,landing,1
S03268,2024-11-25,2024-11,Mobile,Direct,A,services_view,1
S03268,2024-11-25,2024-11,Mobile,Direct,A,pricing_view,0
S03268,2024-11-25,2024-11,Mobile,Direct,A,cart_add,0
S03268,2024-11-25,2024-11,Mobile,Direct,A,checkout_start,0
S03268,2024-11-25,2024-11,Mobile,Direct,A,checkout_complete,0
S03269,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03269,2024-11-25,2024-11,Desktop,Organic,B,services_view,1
S03269,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,0
S03269,2024-11-25,2024-11,Desktop,Organic,B,cart_add,0
S03269,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03269,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03270,2024-11-25,2024-11,Desktop,Email,B,landing,1
S03270,2024-11-25,2024-11,Desktop,Email,B,services_view,1
S03270,2024-11-25,2024-11,Desktop,Email,B,pricing_view,0
S03270,2024-11-25,2024-11,Desktop,Email,B,cart_add,0
S03270,2024-11-25,2024-11,Desktop,Email,B,checkout_start,0
S03270,2024-11-25,2024-11,Desktop,Email,B,checkout_complete,0
S03271,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03271,2024-11-25,2024-11,Desktop,Organic,A,services_view,1
S03271,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,0
S03271,2024-11-25,2024-11,Desktop,Organic,A,cart_add,1
S03271,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,0
S03271,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03272,2024-11-25,2024-11,Mobile,Social,B,landing,1
S03272,2024-11-25,2024-11,Mobile,Social,B,services_view,1
S03272,2024-11-25,2024-11,Mobile,Social,B,pricing_view,1
S03272,2024-11-25,2024-11,Mobile,Social,B,cart_add,0
S03272,2024-11-25,2024-11,Mobile,Social,B,checkout_start,0
S03272,2024-11-25,2024-11,Mobile,Social,B,checkout_complete,0
S03273,2024-11-25,2024-11,Desktop,Direct,B,landing,1
S03273,2024-11-25,2024-11,Desktop,Direct,B,services_view,0
S03273,2024-11-25,2024-11,Desktop,Direct,B,pricing_view,1
S03273,2024-11-25,2024-11,Desktop,Direct,B,cart_add,0
S03273,2024-11-25,2024-11,Desktop,Direct,B,checkout_start,0
S03273,2024-11-25,2024-11,Desktop,Direct,B,checkout_complete,0
S03274,2024-11-25,2024-11,Mobile,Organic,A,landing,1
S03274,2024-11-25,2024-11,Mobile,Organic,A,services_view,1
S03274,2024-11-25,2024-11,Mobile,Organic,A,pricing_view,0
S03274,2024-11-25,2024-11,Mobile,Organic,A,cart_add,0
S03274,2024-11-25,2024-11,Mobile,Organic,A,checkout_start,0
S03274,2024-11-25,2024-11,Mobile,Organic,A,checkout_complete,0
S03275,2024-11-25,2024-11,Desktop,Organic,B,landing,1
S03275,2024-11-25,2024-11,Desktop,Organic,B,services_view,1
S03275,2024-11-25,2024-11,Desktop,Organic,B,pricing_view,1
S03275,2024-11-25,2024-11,Desktop,Organic,B,cart_add,1
S03275,2024-11-25,2024-11,Desktop,Organic,B,checkout_start,0
S03275,2024-11-25,2024-11,Desktop,Organic,B,checkout_complete,0
S03276,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03276,2024-11-25,2024-11,Desktop,Organic,A,services_view,0
S03276,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,1
S03276,2024-11-25,2024-11,Desktop,Organic,A,cart_add,0
S03276,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,0
S03276,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03277,2024-11-25,2024-11,Desktop,Organic,A,landing,1
S03277,2024-11-25,2024-11,Desktop,Organic,A,services_view,1
S03277,2024-11-25,2024-11,Desktop,Organic,A,pricing_view,0
S03277,2024-11-25,2024-11,Desktop,Organic,A,cart_add,1
S03277,2024-11-25,2024-11,Desktop,Organic,A,checkout_start,0
S03277,2024-11-25,2024-11,Desktop,Organic,A,checkout_complete,0
S03278,2024-11-25,2024-11,Mobile,Email,B,landing,1
S03278,2024-11-25,2024-11,Mobile,Email,B,services_view,0
S03278,2024-11-25,2024-11,Mobile,Email,B,pricing_view,1
S03278,2024-11-25,2024-11,Mobile,Email,B,cart_add,1
S03278,2024-11-25,2024-11,Mobile,Email,B,checkout_start,0
S03278,2024-11-25,2024-11,Mobile,Email,B,checkout_complete,0
S03279,2024-11-25,2024-11,Desktop,Social,B,landing,1
S03279,2024-11-25,2024-11,Desktop,Social,B,services_view,0
S03279,2024-11-25,2024-11,Desktop,Social,B,pricing_view,0
S03279,2024-11-25,2024-11,Desktop,Social,B,cart_add,0
S03279,2024-11-25,2024-11,Desktop,Social,B,checkout_start,0
S03279,2024-11-25,2024-11,Desktop,Social,B,checkout_complete,0
S03280,2024-11-25,2024-11,Desktop,Social,B,landing,1
S03280,2024-11-25,2024-11,Desktop,Social,B,services_view,0
S03280,2024-11-25,2024-11,Desktop,Social,B,pricing_view,1
S03280,2024-11-25,2024-11,Desktop,Social,B,cart_add,0
S03280,2024-11-25,2024-11,Desktop,Social,B,checkout_start,0
S03280,2024-11-25,2024-11,Desktop,Social,B,checkout_complete,0
S03281,2024-11-25,2024-11,Mobile,Direct,B,landing,1
S03281,2024-11-25,2024-11,Mobile,Direct,B,services_view,1
S03281,2024-11-25,2024-11,Mobile,Direct,B,pricing_view,1
S03281,2024-11-25,2024-11,Mobile,Direct,B,cart_add,0
S03281,2024-11-25,2024-11,Mobile,Direct,B,checkout_start,0
S03281,2024-11-25,2024-11,Mobile,Direct,B,checkout_complete,0
S03282,2024-11-25,2024-11,Desktop,Direct,B,landing,1
S03282,2024-11-25,2024-11,Desktop,Direct,B,services_view,0
S03282,2024-11-25,2024-11,Desktop,Direct,B,pricing_view,1
S03282,2024-11-25,2024-11,Desktop,Direct,B,cart_add,0
S03282,2024-11-25,2024-11,Desktop,Direct,B,checkout_start,1
S03282,2024-11-25,2024-11,Desktop,Direct,B,checkout_complete,0
S03283,2024-11-25,2024-11,Desktop,Direct,B,landing,1
S03283,2024-11-25,2024-11,Desktop,Direct,B,services_view,0
S03283,2024-11-25,2024-11,Desktop,Direct,B,pricing_view,1
S03283,2024-11-25,2024-11,Desktop,Direct,B,cart_add,0
S03283,2024-11-25,2024-11,Desktop,Direct,B,checkout_start,0
S03283,2024-11-25,2024-11,Desktop,Direct,B,checkout_complete,0
S03284,2024-11-26,2024-11,Desktop,Direct,B,landing,1
S03284,2024-11-26,2024-11,Desktop,Direct,B,services_view,0
S03284,2024-11-26,2024-11,Desktop,Direct,B,pricing_view,0
S03284,2024-11-26,2024-11,Desktop,Direct,B,cart_add,0
S03284,2024-11-26,2024-11,Desktop,Direct,B,checkout_start,0
S03284,2024-11-26,2024-11,Desktop,Direct,B,checkout_complete,0
S03285,2024-11-26,2024-11,Desktop,Social,A,landing,1
S03285,2024-11-26,2024-11,Desktop,Social,A,services_view,1
S03285,2024-11-26,2024-11,Desktop,Social,A,pricing_view,0
S03285,2024-11-26,2024-11,Desktop,Social,A,cart_add,0
S03285,2024-11-26,2024-11,Desktop,Social,A,checkout_start,0
S03285,2024-11-26,2024-11,Desktop,Social,A,checkout_complete,0
S03286,2024-11-26,2024-11,Mobile,Direct,A,landing,1
S03286,2024-11-26,2024-11,Mobile,Direct,A,services_view,0
S03286,2024-11-26,2024-11,Mobile,Direct,A,pricing_view,1
S03286,2024-11-26,2024-11,Mobile,Direct,A,cart_add,0
S03286,2024-11-26,2024-11,Mobile,Direct,A,checkout_start,0
S03286,2024-11-26,2024-11,Mobile,Direct,A,checkout_complete,0
S03287,2024-11-26,2024-11,Desktop,Social,A,landing,1
S03287,2024-11-26,2024-11,Desktop,Social,A,services_view,0
S03287,2024-11-26,2024-11,Desktop,Social,A,pricing_view,1
S03287,2024-11-26,2024-11,Desktop,Social,A,cart_add,0
S03287,2024-11-26,2024-11,Desktop,Social,A,checkout_start,0
S03287,2024-11-26,2024-11,Desktop,Social,A,checkout_complete,0
S03288,2024-11-26,2024-11,Desktop,Email,B,landing,1
S03288,2024-11-26,2024-11,Desktop,Email,B,services_view,0
S03288,2024-11-26,2024-11,Desktop,Email,B,pricing_view,1
S03288,2024-11-26,2024-11,Desktop,Email,B,cart_add,1
S03288,2024-11-26,2024-11,Desktop,Email,B,checkout_start,0
S03288,2024-11-26,2024-11,Desktop,Email,B,checkout_complete,1
S03289,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03289,2024-11-26,2024-11,Desktop,Organic,A,services_view,1
S03289,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,1
S03289,2024-11-26,2024-11,Desktop,Organic,A,cart_add,1
S03289,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
S03289,2024-11-26,2024-11,Desktop,Organic,A,checkout_complete,0
S03290,2024-11-26,2024-11,Desktop,Social,B,landing,1
S03290,2024-11-26,2024-11,Desktop,Social,B,services_view,0
S03290,2024-11-26,2024-11,Desktop,Social,B,pricing_view,1
S03290,2024-11-26,2024-11,Desktop,Social,B,cart_add,0
S03290,2024-11-26,2024-11,Desktop,Social,B,checkout_start,0
S03290,2024-11-26,2024-11,Desktop,Social,B,checkout_complete,0
S03291,2024-11-26,2024-11,Tablet,Social,B,landing,1
S03291,2024-11-26,2024-11,Tablet,Social,B,services_view,1
S03291,2024-11-26,2024-11,Tablet,Social,B,pricing_view,0
S03291,2024-11-26,2024-11,Tablet,Social,B,cart_add,0
S03291,2024-11-26,2024-11,Tablet,Social,B,checkout_start,0
S03291,2024-11-26,2024-11,Tablet,Social,B,checkout_complete,0
S03292,2024-11-26,2024-11,Mobile,Organic,B,landing,1
S03292,2024-11-26,2024-11,Mobile,Organic,B,services_view,1
S03292,2024-11-26,2024-11,Mobile,Organic,B,pricing_view,1
S03292,2024-11-26,2024-11,Mobile,Organic,B,cart_add,0
S03292,2024-11-26,2024-11,Mobile,Organic,B,checkout_start,0
S03292,2024-11-26,2024-11,Mobile,Organic,B,checkout_complete,0
S03293,2024-11-26,2024-11,Mobile,Direct,B,landing,1
S03293,2024-11-26,2024-11,Mobile,Direct,B,services_view,0
S03293,2024-11-26,2024-11,Mobile,Direct,B,pricing_view,1
S03293,2024-11-26,2024-11,Mobile,Direct,B,cart_add,0
S03293,2024-11-26,2024-11,Mobile,Direct,B,checkout_start,0
S03293,2024-11-26,2024-11,Mobile,Direct,B,checkout_complete,0
S03294,2024-11-26,2024-11,Mobile,Organic,A,landing,1
S03294,2024-11-26,2024-11,Mobile,Organic,A,services_view,0
S03294,2024-11-26,2024-11,Mobile,Organic,A,pricing_view,1
S03294,2024-11-26,2024-11,Mobile,Organic,A,cart_add,0
S03294,2024-11-26,2024-11,Mobile,Organic,A,checkout_start,0
S03294,2024-11-26,2024-11,Mobile,Organic,A,checkout_complete,0
S03295,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03295,2024-11-26,2024-11,Desktop,Organic,A,services_view,0
S03295,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,0
S03295,2024-11-26,2024-11,Desktop,Organic,A,cart_add,1
S03295,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
S03295,2024-11-26,2024-11,Desktop,Organic,A,checkout_complete,0
S03296,2024-11-26,2024-11,Mobile,Direct,B,landing,1
S03296,2024-11-26,2024-11,Mobile,Direct,B,services_view,0
S03296,2024-11-26,2024-11,Mobile,Direct,B,pricing_view,0
S03296,2024-11-26,2024-11,Mobile,Direct,B,cart_add,1
S03296,2024-11-26,2024-11,Mobile,Direct,B,checkout_start,0
S03296,2024-11-26,2024-11,Mobile,Direct,B,checkout_complete,1
S03297,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03297,2024-11-26,2024-11,Desktop,Organic,A,services_view,0
S03297,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,0
S03297,2024-11-26,2024-11,Desktop,Organic,A,cart_add,0
S03297,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
S03297,2024-11-26,2024-11,Desktop,Organic,A,checkout_complete,0
S03298,2024-11-26,2024-11,Mobile,Social,A,landing,1
S03298,2024-11-26,2024-11,Mobile,Social,A,services_view,1
S03298,2024-11-26,2024-11,Mobile,Social,A,pricing_view,1
S03298,2024-11-26,2024-11,Mobile,Social,A,cart_add,0
S03298,2024-11-26,2024-11,Mobile,Social,A,checkout_start,0
S03298,2024-11-26,2024-11,Mobile,Social,A,checkout_complete,0
S03299,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03299,2024-11-26,2024-11,Desktop,Organic,A,services_view,1
S03299,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,0
S03299,2024-11-26,2024-11,Desktop,Organic,A,cart_add,0
S03299,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
S03299,2024-11-26,2024-11,Desktop,Organic,A,checkout_complete,0
S03300,2024-11-26,2024-11,Mobile,Organic,B,landing,1
S03300,2024-11-26,2024-11,Mobile,Organic,B,services_view,0
S03300,2024-11-26,2024-11,Mobile,Organic,B,pricing_view,0
S03300,2024-11-26,2024-11,Mobile,Organic,B,cart_add,0
S03300,2024-11-26,2024-11,Mobile,Organic,B,checkout_start,0
S03300,2024-11-26,2024-11,Mobile,Organic,B,checkout_complete,0
S03301,2024-11-26,2024-11,Desktop,Organic,B,landing,1
S03301,2024-11-26,2024-11,Desktop,Organic,B,services_view,1
S03301,2024-11-26,2024-11,Desktop,Organic,B,pricing_view,1
S03301,2024-11-26,2024-11,Desktop,Organic,B,cart_add,0
S03301,2024-11-26,2024-11,Desktop,Organic,B,checkout_start,0
S03301,2024-11-26,2024-11,Desktop,Organic,B,checkout_complete,0
S03302,2024-11-26,2024-11,Mobile,Email,B,landing,1
S03302,2024-11-26,2024-11,Mobile,Email,B,services_view,1
S03302,2024-11-26,2024-11,Mobile,Email,B,pricing_view,1
S03302,2024-11-26,2024-11,Mobile,Email,B,cart_add,0
S03302,2024-11-26,2024-11,Mobile,Email,B,checkout_start,0
S03302,2024-11-26,2024-11,Mobile,Email,B,checkout_complete,0
S03303,2024-11-26,2024-11,Desktop,Social,A,landing,1
S03303,2024-11-26,2024-11,Desktop,Social,A,services_view,0
S03303,2024-11-26,2024-11,Desktop,Social,A,pricing_view,0
S03303,2024-11-26,2024-11,Desktop,Social,A,cart_add,0
S03303,2024-11-26,2024-11,Desktop,Social,A,checkout_start,0
S03303,2024-11-26,2024-11,Desktop,Social,A,checkout_complete,0
S03304,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03304,2024-11-26,2024-11,Desktop,Organic,A,services_view,0
S03304,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,0
S03304,2024-11-26,2024-11,Desktop,Organic,A,cart_add,0
S03304,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
S03304,2024-11-26,2024-11,Desktop,Organic,A,checkout_complete,0
S03305,2024-11-26,2024-11,Desktop,Direct,B,landing,1
S03305,2024-11-26,2024-11,Desktop,Direct,B,services_view,0
S03305,2024-11-26,2024-11,Desktop,Direct,B,pricing_view,0
S03305,2024-11-26,2024-11,Desktop,Direct,B,cart_add,1
S03305,2024-11-26,2024-11,Desktop,Direct,B,checkout_start,0
S03305,2024-11-26,2024-11,Desktop,Direct,B,checkout_complete,0
S03306,2024-11-26,2024-11,Desktop,Organic,B,landing,1
S03306,2024-11-26,2024-11,Desktop,Organic,B,services_view,1
S03306,2024-11-26,2024-11,Desktop,Organic,B,pricing_view,0
S03306,2024-11-26,2024-11,Desktop,Organic,B,cart_add,0
S03306,2024-11-26,2024-11,Desktop,Organic,B,checkout_start,0
S03306,2024-11-26,2024-11,Desktop,Organic,B,checkout_complete,0
S03307,2024-11-26,2024-11,Desktop,Email,A,landing,1
S03307,2024-11-26,2024-11,Desktop,Email,A,services_view,0
S03307,2024-11-26,2024-11,Desktop,Email,A,pricing_view,0
S03307,2024-11-26,2024-11,Desktop,Email,A,cart_add,0
S03307,2024-11-26,2024-11,Desktop,Email,A,checkout_start,0
S03307,2024-11-26,2024-11,Desktop,Email,A,checkout_complete,0
S03308,2024-11-26,2024-11,Mobile,Paid,A,landing,1
S03308,2024-11-26,2024-11,Mobile,Paid,A,services_view,1
S03308,2024-11-26,2024-11,Mobile,Paid,A,pricing_view,1
S03308,2024-11-26,2024-11,Mobile,Paid,A,cart_add,0
S03308,2024-11-26,2024-11,Mobile,Paid,A,checkout_start,0
S03308,2024-11-26,2024-11,Mobile,Paid,A,checkout_complete,0
S03309,2024-11-26,2024-11,Tablet,Paid,B,landing,1
S03309,2024-11-26,2024-11,Tablet,Paid,B,services_view,1
S03309,2024-11-26,2024-11,Tablet,Paid,B,pricing_view,1
S03309,2024-11-26,2024-11,Tablet,Paid,B,cart_add,1
S03309,2024-11-26,2024-11,Tablet,Paid,B,checkout_start,0
S03309,2024-11-26,2024-11,Tablet,Paid,B,checkout_complete,1
S03310,2024-11-26,2024-11,Mobile,Direct,B,landing,1
S03310,2024-11-26,2024-11,Mobile,Direct,B,services_view,1
S03310,2024-11-26,2024-11,Mobile,Direct,B,pricing_view,1
S03310,2024-11-26,2024-11,Mobile,Direct,B,cart_add,0
S03310,2024-11-26,2024-11,Mobile,Direct,B,checkout_start,0
S03310,2024-11-26,2024-11,Mobile,Direct,B,checkout_complete,1
S03311,2024-11-26,2024-11,Mobile,Email,A,landing,1
S03311,2024-11-26,2024-11,Mobile,Email,A,services_view,1
S03311,2024-11-26,2024-11,Mobile,Email,A,pricing_view,0
S03311,2024-11-26,2024-11,Mobile,Email,A,cart_add,0
S03311,2024-11-26,2024-11,Mobile,Email,A,checkout_start,0
S03311,2024-11-26,2024-11,Mobile,Email,A,checkout_complete,0
S03312,2024-11-26,2024-11,Desktop,Organic,A,landing,1
S03312,2024-11-26,2024-11,Desktop,Organic,A,services_view,0
S03312,2024-11-26,2024-11,Desktop,Organic,A,pricing_view,1
S03312,2024-11-26,2024-11,Desktop,Organic,A,cart_add,0
S03312,2024-11-26,2024-11,Desktop,Organic,A,checkout_start,0
