session_id,user_id,date,month,week,source,device,landing_page,pages_viewed,session_duration_sec,bounced,is_new_user,ab_group,converted
S00949,U0674,2024-10-22,2024-10,2024-W43,Organic,Desktop,/pricing,5,78,0,1,,0
S00950,U0675,2024-10-22,2024-10,2024-W43,Organic,Desktop,/services,4,253,0,1,,0
S00951,U0676,2024-10-22,2024-10,2024-W43,Email,Mobile,/,2,69,0,1,,0
S00952,U0677,2024-10-22,2024-10,2024-W43,Organic,Desktop,/about,4,311,0,1,,0
S00953,U0361,2024-10-22,2024-10,2024-W43,Direct,Desktop,/pricing,1,94,0,0,,0
S00954,U0678,2024-10-22,2024-10,2024-W43,Direct,Mobile,/services,4,359,0,1,,0
S00955,U0679,2024-10-22,2024-10,2024-W43,Social,Desktop,/pricing,2,250,0,1,,0
S00956,U0680,2024-10-22,2024-10,2024-W43,Organic,Desktop,/pricing,4,261,0,1,,1
S00957,U0077,2024-10-22,2024-10,2024-W43,Organic,Desktop,/pricing,3,131,0,0,,0
S00958,U0681,2024-10-22,2024-10,2024-W43,Direct,Desktop,/about,1,381,0,1,,0
S00959,U0682,2024-10-22,2024-10,2024-W43,Organic,Desktop,/services,2,394,0,1,,0
S00960,U0155,2024-10-22,2024-10,2024-W43,Direct,Mobile,/,3,298,0,0,,1
S00961,U0683,2024-10-22,2024-10,2024-W43,Direct,Desktop,/tutors,5,1008,0,1,,0
S00962,U0684,2024-10-22,2024-10,2024-W43,Direct,Desktop,/,2,52,0,1,,0
S00963,U0685,2024-10-22,2024-10,2024-W43,Organic,Mobile,/about,1,248,0,1,,0
S00964,U0686,2024-10-22,2024-10,2024-W43,Social,Desktop,/,4,202,0,1,,1
S00965,U0687,2024-10-22,2024-10,2024-W43,Direct,Mobile,/pricing,4,120,0,1,,1
S00966,U0688,2024-10-22,2024-10,2024-W43,Direct,Desktop,/,5,163,0,1,,0
S00967,U0689,2024-10-22,2024-10,2024-W43,Direct,Desktop,/,2,89,0,1,,1
S00968,U0690,2024-10-22,2024-10,2024-W43,Paid,Mobile,/tutors,4,229,0,1,,0
S00969,U0691,2024-10-22,2024-10,2024-W43,Organic,Desktop,/pricing,1,187,0,1,,0
S00970,U0099,2024-10-22,2024-10,2024-W43,Direct,Desktop,/,1,277,0,0,,0
S00971,U0635,2024-10-22,2024-10,2024-W43,Paid,Desktop,/pricing,4,217,0,0,,0
S00972,U0692,2024-10-23,2024-10,2024-W43,Email,Tablet,/services,2,48,0,1,,0
S00973,U0693,2024-10-23,2024-10,2024-W43,Organic,Desktop,/tutors,4,109,0,1,,0
S00974,U0694,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,1,783,0,1,,0
S00975,U0695,2024-10-23,2024-10,2024-W43,Organic,Desktop,/services,4,98,0,1,,0
S00976,U0696,2024-10-23,2024-10,2024-W43,Organic,Desktop,/tutors,3,125,0,1,,0
S00977,U0697,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,3,306,0,1,,0
S00978,U0698,2024-10-23,2024-10,2024-W43,Organic,Desktop,/tutors,2,162,0,1,,0
S00979,U0699,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,3,41,0,1,,0
S00980,U0010,2024-10-23,2024-10,2024-W43,Social,Desktop,/tutors,2,296,0,0,,0
S00981,U0445,2024-10-23,2024-10,2024-W43,Direct,Desktop,/pricing,2,558,0,0,,0
S00982,U0700,2024-10-23,2024-10,2024-W43,Email,Mobile,/services,3,151,0,1,,0
S00983,U0701,2024-10-23,2024-10,2024-W43,Organic,Mobile,/tutors,4,257,0,1,,0
S00984,U0702,2024-10-23,2024-10,2024-W43,Direct,Mobile,/,4,60,0,1,,0
S00985,U0703,2024-10-23,2024-10,2024-W43,Email,Desktop,/,3,68,0,1,,0
S00986,U0704,2024-10-23,2024-10,2024-W43,Direct,Desktop,/,4,566,0,1,,0
S00987,U0705,2024-10-23,2024-10,2024-W43,Paid,Mobile,/,2,371,0,1,,0
S00988,U0557,2024-10-23,2024-10,2024-W43,Direct,Tablet,/pricing,2,45,0,0,,0
S00989,U0323,2024-10-23,2024-10,2024-W43,Social,Mobile,/,4,151,0,0,,1
S00990,U0148,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,3,191,0,0,,0
S00991,U0706,2024-10-23,2024-10,2024-W43,Organic,Mobile,/tutors,4,51,0,1,,0
S00992,U0167,2024-10-23,2024-10,2024-W43,Organic,Desktop,/about,2,94,0,0,,0
S00993,U0707,2024-10-23,2024-10,2024-W43,Social,Desktop,/pricing,6,313,0,1,,0
S00994,U0708,2024-10-23,2024-10,2024-W43,Social,Mobile,/services,5,556,0,1,,0
S00995,U0709,2024-10-23,2024-10,2024-W43,Direct,Mobile,/,3,60,0,1,,0
S00996,U0710,2024-10-23,2024-10,2024-W43,Social,Desktop,/pricing,4,216,0,1,,0
S00997,U0355,2024-10-23,2024-10,2024-W43,Direct,Desktop,/,4,152,0,0,,1
S00998,U0711,2024-10-23,2024-10,2024-W43,Direct,Desktop,/services,4,70,0,1,,0
S00999,U0712,2024-10-23,2024-10,2024-W43,Paid,Desktop,/pricing,3,94,0,1,,0
S01000,U0713,2024-10-23,2024-10,2024-W43,Email,Mobile,/,7,210,0,1,,0
S01001,U0714,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,4,27,0,1,,1
S01002,U0462,2024-10-23,2024-10,2024-W43,Email,Mobile,/,3,211,0,0,,0
S01003,U0715,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,2,103,0,1,,0
S01004,U0716,2024-10-23,2024-10,2024-W43,Direct,Desktop,/tutors,4,136,0,1,,0
S01005,U0717,2024-10-23,2024-10,2024-W43,Direct,Desktop,/about,3,292,0,1,,0
S01006,U0718,2024-10-23,2024-10,2024-W43,Organic,Mobile,/contact,3,73,0,1,,0
S01007,U0719,2024-10-23,2024-10,2024-W43,Organic,Mobile,/services,6,263,0,1,,0
S01008,U0650,2024-10-23,2024-10,2024-W43,Direct,Desktop,/,1,164,0,0,,0
S01009,U0720,2024-10-23,2024-10,2024-W43,Organic,Desktop,/tutors,2,197,0,1,,0
S01010,U0316,2024-10-23,2024-10,2024-W43,Paid,Desktop,/services,5,168,0,0,,0
S01011,U0721,2024-10-23,2024-10,2024-W43,Organic,Desktop,/,6,140,0,1,,0
S01012,U0442,2024-10-23,2024-10,2024-W43,Direct,Desktop,/,3,224,0,0,,0
S01013,U0722,2024-10-23,2024-10,2024-W43,Direct,Mobile,/contact,4,90,0,1,,0
S01014,U0363,2024-10-23,2024-10,2024-W43,Paid,Desktop,/services,3,113,0,0,,0
S01015,U0723,2024-10-24,2024-10,2024-W43,Direct,Mobile,/tutors,1,427,0,1,,0
S01016,U0724,2024-10-24,2024-10,2024-W43,Email,Mobile,/services,2,568,0,1,,1
S01017,U0725,2024-10-24,2024-10,2024-W43,Social,Mobile,/services,4,414,0,1,,0
S01018,U0726,2024-10-24,2024-10,2024-W43,Organic,Mobile,/services,2,291,0,1,,0
S01019,U0727,2024-10-24,2024-10,2024-W43,Email,Desktop,/services,5,558,0,1,,0
S01020,U0728,2024-10-24,2024-10,2024-W43,Social,Mobile,/,3,267,0,1,,0
S01021,U0276,2024-10-24,2024-10,2024-W43,Organic,Mobile,/,2,213,0,0,,0
S01022,U0729,2024-10-24,2024-10,2024-W43,Email,Mobile,/services,4,121,0,1,,1
S01023,U0730,2024-10-24,2024-10,2024-W43,Email,Mobile,/tutors,5,180,0,1,,0
S01024,U0731,2024-10-24,2024-10,2024-W43,Direct,Mobile,/tutors,3,179,0,1,,0
S01025,U0253,2024-10-24,2024-10,2024-W43,Organic,Mobile,/contact,3,152,0,0,,0
S01026,U0732,2024-10-24,2024-10,2024-W43,Paid,Desktop,/,1,401,0,1,,0
S01027,U0733,2024-10-24,2024-10,2024-W43,Paid,Desktop,/tutors,1,474,0,1,,0
S01028,U0406,2024-10-24,2024-10,2024-W43,Organic,Mobile,/,3,182,0,0,,0
S01029,U0734,2024-10-24,2024-10,2024-W43,Direct,Desktop,/,5,278,0,1,,0
S01030,U0735,2024-10-24,2024-10,2024-W43,Direct,Desktop,/pricing,1,282,0,1,,0
S01031,U0736,2024-10-24,2024-10,2024-W43,Organic,Desktop,/,4,58,0,1,,0
S01032,U0737,2024-10-24,2024-10,2024-W43,Social,Desktop,/services,1,125,0,1,,0
S01033,U0738,2024-10-24,2024-10,2024-W43,Direct,Mobile,/services,3,90,0,1,,0
S01034,U0322,2024-10-24,2024-10,2024-W43,Organic,Desktop,/services,2,283,0,0,,0
S01035,U0739,2024-10-24,2024-10,2024-W43,Organic,Desktop,/,3,122,0,1,,0
S01036,U0740,2024-10-24,2024-10,2024-W43,Organic,Desktop,/services,3,262,0,1,,0
S01037,U0741,2024-10-24,2024-10,2024-W43,Direct,Tablet,/,4,96,0,1,,0
S01038,U0742,2024-10-24,2024-10,2024-W43,Direct,Mobile,/pricing,1,1298,0,1,,0
S01039,U0743,2024-10-24,2024-10,2024-W43,Social,Desktop,/pricing,6,93,0,1,,0
S01040,U0744,2024-10-24,2024-10,2024-W43,Organic,Desktop,/,4,794,0,1,,0
S01041,U0745,2024-10-24,2024-10,2024-W43,Organic,Mobile,/,3,142,0,1,,0
S01042,U0746,2024-10-24,2024-10,2024-W43,Direct,Mobile,/services,2,49,0,1,,1
S01043,U0747,2024-10-24,2024-10,2024-W43,Direct,Desktop,/contact,2,218,0,1,,0
S01044,U0299,2024-10-24,2024-10,2024-W43,Social,Desktop,/,2,92,0,0,,0
S01045,U0419,2024-10-24,2024-10,2024-W43,Email,Desktop,/,2,286,0,0,,0
S01046,U0311,2024-10-24,2024-10,2024-W43,Organic,Mobile,/pricing,4,291,0,0,,0
S01047,U0748,2024-10-24,2024-10,2024-W43,Organic,Desktop,/tutors,5,128,0,1,,0
S01048,U0749,2024-10-24,2024-10,2024-W43,Social,Desktop,/,3,345,0,1,,0
S01049,U0750,2024-10-24,2024-10,2024-W43,Direct,Desktop,/pricing,5,646,0,1,,0
S01050,U0751,2024-10-24,2024-10,2024-W43,Organic,Desktop,/tutors,3,161,0,1,,0
S01051,U0752,2024-10-24,2024-10,2024-W43,Email,Mobile,/contact,1,405,0,1,,0
S01052,U0753,2024-10-24,2024-10,2024-W43,Organic,Desktop,/,4,40,0,1,,0
S01053,U0754,2024-10-24,2024-10,2024-W43,Organic,Desktop,/services,1,195,0,1,,0
S01054,U0755,2024-10-24,2024-10,2024-W43,Direct,Mobile,/about,1,768,0,1,,0
S01055,U0255,2024-10-24,2024-10,2024-W43,Organic,Mobile,/about,1,211,0,0,,0
S01056,U0756,2024-10-24,2024-10,2024-W43,Direct,Desktop,/,3,278,0,1,,0
S01057,U0661,2024-10-24,2024-10,2024-W43,Direct,Mobile,/tutors,2,533,0,0,,0
S01058,U0757,2024-10-24,2024-10,2024-W43,Direct,Mobile,/tutors,3,184,0,1,,0
S01059,U0758,2024-10-24,2024-10,2024-W43,Organic,Mobile,/,3,73,0,1,,0
S01060,U0265,2024-10-24,2024-10,2024-W43,Social,Mobile,/,3,55,0,0,,0
S01061,U0759,2024-10-25,2024-10,2024-W43,Organic,Desktop,/tutors,8,99,0,1,,0
S01062,U0760,2024-10-25,2024-10,2024-W43,Paid,Mobile,/services,3,202,0,1,,0
S01063,U0761,2024-10-25,2024-10,2024-W43,Direct,Mobile,/tutors,1,933,0,1,,0
S01064,U0762,2024-10-25,2024-10,2024-W43,Social,Desktop,/contact,3,49,0,1,,0
S01065,U0026,2024-10-25,2024-10,2024-W43,Organic,Desktop,/about,2,270,0,0,,0
S01066,U0088,2024-10-25,2024-10,2024-W43,Organic,Desktop,/pricing,5,82,0,0,,0
S01067,U0763,2024-10-25,2024-10,2024-W43,Paid,Desktop,/tutors,1,49,0,1,,0
S01068,U0764,2024-10-25,2024-10,2024-W43,Organic,Desktop,/services,5,282,0,1,,0
S01069,U0495,2024-10-25,2024-10,2024-W43,Organic,Mobile,/,2,398,0,0,,0
S01070,U0740,2024-10-25,2024-10,2024-W43,Direct,Desktop,/tutors,1,723,0,0,,0
S01071,U0765,2024-10-25,2024-10,2024-W43,Organic,Mobile,/tutors,4,60,0,1,,0
S01072,U0766,2024-10-25,2024-10,2024-W43,Organic,Tablet,/,3,465,0,1,,0
S01073,U0767,2024-10-25,2024-10,2024-W43,Direct,Desktop,/services,5,65,0,1,,0
S01074,U0768,2024-10-25,2024-10,2024-W43,Direct,Desktop,/services,4,189,0,1,,0
S01075,U0769,2024-10-25,2024-10,2024-W43,Organic,Desktop,/tutors,2,152,0,1,,0
S01076,U0164,2024-10-25,2024-10,2024-W43,Organic,Mobile,/tutors,3,163,0,0,,0
S01077,U0770,2024-10-25,2024-10,2024-W43,Organic,Tablet,/pricing,5,40,0,1,,0
S01078,U0771,2024-10-25,2024-10,2024-W43,Email,Desktop,/services,3,87,0,1,,0
S01079,U0674,2024-10-25,2024-10,2024-W43,Organic,Desktop,/,3,288,0,0,,0
S01080,U0629,2024-10-25,2024-10,2024-W43,Direct,Tablet,/about,3,195,0,0,,0
S01081,U0772,2024-10-25,2024-10,2024-W43,Social,Mobile,/,3,196,0,1,,0
S01082,U0220,2024-10-25,2024-10,2024-W43,Social,Mobile,/pricing,5,24,0,0,,0
S01083,U0773,2024-10-25,2024-10,2024-W43,Organic,Desktop,/services,2,35,0,1,,0
S01084,U0105,2024-10-25,2024-10,2024-W43,Paid,Desktop,/services,2,135,0,0,,0
S01085,U0774,2024-10-25,2024-10,2024-W43,Email,Desktop,/tutors,2,132,0,1,,0
S01086,U0117,2024-10-25,2024-10,2024-W43,Email,Desktop,/,2,314,0,0,,0
S01087,U0775,2024-10-25,2024-10,2024-W43,Social,Desktop,/tutors,4,212,0,1,,0
S01088,U0776,2024-10-25,2024-10,2024-W43,Paid,Tablet,/tutors,7,196,0,1,,0
S01089,U0777,2024-10-25,2024-10,2024-W43,Email,Tablet,/,4,347,0,1,,0
S01090,U0778,2024-10-25,2024-10,2024-W43,Direct,Mobile,/pricing,3,92,0,1,,0
S01091,U0779,2024-10-25,2024-10,2024-W43,Direct,Desktop,/services,3,49,0,1,,0
S01092,U0780,2024-10-25,2024-10,2024-W43,Organic,Desktop,/contact,7,48,0,1,,0
S01093,U0781,2024-10-25,2024-10,2024-W43,Social,Mobile,/,3,117,0,1,,0
S01094,U0121,2024-10-25,2024-10,2024-W43,Organic,Desktop,/services,3,97,0,0,,0
S01095,U0383,2024-10-25,2024-10,2024-W43,Direct,Desktop,/contact,2,469,0,0,,0
S01096,U0782,2024-10-25,2024-10,2024-W43,Social,Mobile,/contact,1,415,0,1,,0
S01097,U0393,2024-10-25,2024-10,2024-W43,Social,Mobile,/services,8,220,0,0,,0
S01098,U0783,2024-10-25,2024-10,2024-W43,Email,Mobile,/services,3,129,0,1,,0
S01099,U0784,2024-10-25,2024-10,2024-W43,Organic,Desktop,/tutors,2,364,0,1,,0
S01100,U0171,2024-10-25,2024-10,2024-W43,Direct,Desktop,/,6,193,0,0,,0
S01101,U0323,2024-10-25,2024-10,2024-W43,Paid,Desktop,/,1,97,0,0,,0
S01102,U0785,2024-10-25,2024-10,2024-W43,Direct,Mobile,/services,6,541,0,1,,0
S01103,U0786,2024-10-25,2024-10,2024-W43,Organic,Desktop,/,3,199,0,1,,0
S01104,U0394,2024-10-25,2024-10,2024-W43,Organic,Mobile,/tutors,2,129,0,0,,0
S01105,U0787,2024-10-25,2024-10,2024-W43,Direct,Mobile,/,2,175,0,1,,0
S01106,U0788,2024-10-26,2024-10,2024-W43,Organic,Mobile,/,3,168,0,1,,0
S01107,U0789,2024-10-26,2024-10,2024-W43,Direct,Tablet,/services,5,125,0,1,,0
S01108,U0032,2024-10-26,2024-10,2024-W43,Direct,Desktop,/,6,220,0,0,,0
S01109,U0034,2024-10-26,2024-10,2024-W43,Direct,Mobile,/pricing,1,691,0,0,,0
S01110,U0790,2024-10-26,2024-10,2024-W43,Organic,Desktop,/tutors,3,186,0,1,,0
S01111,U0791,2024-10-26,2024-10,2024-W43,Organic,Mobile,/,4,578,0,1,,0
S01112,U0792,2024-10-26,2024-10,2024-W43,Paid,Mobile,/pricing,3,65,0,1,,0
S01113,U0117,2024-10-26,2024-10,2024-W43,Direct,Mobile,/pricing,5,64,0,0,,0
S01114,U0793,2024-10-26,2024-10,2024-W43,Email,Desktop,/,5,120,0,1,,0
S01115,U0794,2024-10-26,2024-10,2024-W43,Social,Desktop,/,5,140,0,1,,0
S01116,U0795,2024-10-26,2024-10,2024-W43,Direct,Desktop,/about,5,233,0,1,,0
S01117,U0436,2024-10-26,2024-10,2024-W43,Organic,Desktop,/,2,97,0,0,,0
S01118,U0796,2024-10-26,2024-10,2024-W43,Direct,Desktop,/contact,5,687,0,1,,0
S01119,U0034,2024-10-26,2024-10,2024-W43,Paid,Desktop,/,1,97,0,0,,0
S01120,U0797,2024-10-26,2024-10,2024-W43,Direct,Desktop,/tutors,1,571,0,1,,0
S01121,U0798,2024-10-26,2024-10,2024-W43,Organic,Mobile,/services,3,90,0,1,,0
S01122,U0799,2024-10-26,2024-10,2024-W43,Organic,Mobile,/,2,119,0,1,,0
S01123,U0800,2024-10-26,2024-10,2024-W43,Direct,Desktop,/pricing,6,743,0,1,,0
S01124,U0801,2024-10-26,2024-10,2024-W43,Direct,Mobile,/,3,1692,0,1,,0
S01125,U0802,2024-10-26,2024-10,2024-W43,Organic,Mobile,/services,1,93,0,1,,0
S01126,U0212,2024-10-26,2024-10,2024-W43,Direct,Desktop,/tutors,4,278,0,0,,0
S01127,U0803,2024-10-26,2024-10,2024-W43,Organic,Desktop,/pricing,5,129,0,1,,0
S01128,U0804,2024-10-26,2024-10,2024-W43,Direct,Mobile,/about,8,297,0,1,,0
S01129,U0721,2024-10-26,2024-10,2024-W43,Social,Tablet,/,1,135,0,0,,0
S01130,U0805,2024-10-26,2024-10,2024-W43,Direct,Mobile,/,2,298,0,1,,0
S01131,U0806,2024-10-26,2024-10,2024-W43,Organic,Desktop,/services,2,111,0,1,,0
S01132,U0807,2024-10-26,2024-10,2024-W43,Direct,Desktop,/services,5,181,0,1,,0
S01133,U0808,2024-10-26,2024-10,2024-W43,Direct,Desktop,/tutors,3,53,0,1,,0
S01134,U0284,2024-10-26,2024-10,2024-W43,Direct,Desktop,/tutors,4,340,0,0,,0
S01135,U0136,2024-10-26,2024-10,2024-W43,Paid,Mobile,/contact,4,170,0,0,,0
S01136,U0809,2024-10-26,2024-10,2024-W43,Organic,Mobile,/tutors,4,96,0,1,,0
S01137,U0810,2024-10-26,2024-10,2024-W43,Organic,Desktop,/,1,128,0,1,,0
S01138,U0811,2024-10-26,2024-10,2024-W43,Organic,Desktop,/pricing,5,33,0,1,,0
S01139,U0425,2024-10-26,2024-10,2024-W43,Organic,Desktop,/services,3,327,0,0,,0
S01140,U0788,2024-10-26,2024-10,2024-W43,Organic,Mobile,/,4,694,0,0,,0
S01141,U0812,2024-10-26,2024-10,2024-W43,Organic,Desktop,/,1,492,0,1,,0
S01142,U0813,2024-10-26,2024-10,2024-W43,Organic,Mobile,/contact,1,85,0,1,,0
S01143,U0814,2024-10-26,2024-10,2024-W43,Social,Desktop,/services,3,45,0,1,,0
S01144,U0793,2024-10-26,2024-10,2024-W43,Organic,Desktop,/,3,73,0,0,,0
S01145,U0470,2024-10-26,2024-10,2024-W43,Email,Desktop,/,5,200,0,0,,0
S01146,U0815,2024-10-26,2024-10,2024-W43,Social,Desktop,/,6,134,0,1,,0
S01147,U0816,2024-10-26,2024-10,2024-W43,Organic,Mobile,/services,2,51,0,1,,0
S01148,U0817,2024-10-26,2024-10,2024-W43,Organic,Mobile,/,2,78,0,1,,0
S01149,U0818,2024-10-26,2024-10,2024-W43,Paid,Desktop,/services,3,134,0,1,,0
S01150,U0561,2024-10-26,2024-10,2024-W43,Email,Mobile,/,3,174,0,0,,0
S01151,U0819,2024-10-27,2024-10,2024-W43,Direct,Mobile,/,2,437,0,1,,0
S01152,U0820,2024-10-27,2024-10,2024-W43,Organic,Mobile,/pricing,1,268,0,1,,0
S01153,U0102,2024-10-27,2024-10,2024-W43,Email,Desktop,/contact,2,90,0,0,,0
S01154,U0821,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,2,623,0,1,,1
S01155,U0822,2024-10-27,2024-10,2024-W43,Social,Mobile,/services,4,44,0,1,,0
S01156,U0823,2024-10-27,2024-10,2024-W43,Social,Desktop,/,5,130,0,1,,0
S01157,U0824,2024-10-27,2024-10,2024-W43,Email,Mobile,/services,1,79,0,1,,0
S01158,U0825,2024-10-27,2024-10,2024-W43,Organic,Mobile,/services,3,123,0,1,,0
S01159,U0826,2024-10-27,2024-10,2024-W43,Direct,Desktop,/contact,5,97,0,1,,0
S01160,U0827,2024-10-27,2024-10,2024-W43,Social,Desktop,/,1,118,0,1,,0
S01161,U0828,2024-10-27,2024-10,2024-W43,Email,Desktop,/,2,318,0,1,,1
S01162,U0829,2024-10-27,2024-10,2024-W43,Direct,Desktop,/about,1,346,0,1,,0
S01163,U0641,2024-10-27,2024-10,2024-W43,Email,Desktop,/contact,1,408,0,0,,0
S01164,U0830,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,3,305,0,1,,0
S01165,U0831,2024-10-27,2024-10,2024-W43,Paid,Desktop,/tutors,4,331,0,1,,0
S01166,U0489,2024-10-27,2024-10,2024-W43,Email,Tablet,/services,3,201,0,0,,1
S01167,U0832,2024-10-27,2024-10,2024-W43,Email,Desktop,/tutors,3,206,0,1,,0
S01168,U0833,2024-10-27,2024-10,2024-W43,Paid,Mobile,/services,2,183,0,1,,1
S01169,U0834,2024-10-27,2024-10,2024-W43,Organic,Desktop,/contact,5,137,0,1,,0
S01170,U0835,2024-10-27,2024-10,2024-W43,Email,Desktop,/pricing,3,183,0,1,,0
S01171,U0836,2024-10-27,2024-10,2024-W43,Direct,Tablet,/services,6,81,0,1,,0
S01172,U0826,2024-10-27,2024-10,2024-W43,Organic,Mobile,/services,4,194,0,0,,0
S01173,U0837,2024-10-27,2024-10,2024-W43,Direct,Mobile,/,3,82,0,1,,0
S01174,U0793,2024-10-27,2024-10,2024-W43,Social,Desktop,/services,6,728,0,0,,0
S01175,U0838,2024-10-27,2024-10,2024-W43,Social,Desktop,/tutors,2,197,0,1,,0
S01176,U0839,2024-10-27,2024-10,2024-W43,Social,Desktop,/,2,1458,0,1,,0
S01177,U0840,2024-10-27,2024-10,2024-W43,Social,Desktop,/,3,62,0,1,,0
S01178,U0360,2024-10-27,2024-10,2024-W43,Organic,Mobile,/services,1,140,0,0,,0
S01179,U0841,2024-10-27,2024-10,2024-W43,Email,Mobile,/tutors,2,672,0,1,,0
S01180,U0842,2024-10-27,2024-10,2024-W43,Social,Mobile,/,2,38,0,1,,0
S01181,U0843,2024-10-27,2024-10,2024-W43,Social,Mobile,/,3,122,0,1,,0
S01182,U0771,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,4,227,0,0,,0
S01183,U0844,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,2,81,0,1,,0
S01184,U0845,2024-10-27,2024-10,2024-W43,Direct,Desktop,/services,4,1048,0,1,,0
S01185,U0661,2024-10-27,2024-10,2024-W43,Paid,Mobile,/,1,152,0,0,,0
S01186,U0846,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,4,140,0,1,,0
S01187,U0847,2024-10-27,2024-10,2024-W43,Email,Desktop,/tutors,3,94,0,1,,0
S01188,U0848,2024-10-27,2024-10,2024-W43,Organic,Desktop,/tutors,3,70,0,1,,0
S01189,U0849,2024-10-27,2024-10,2024-W43,Organic,Mobile,/pricing,4,111,0,1,,0
S01190,U0850,2024-10-27,2024-10,2024-W43,Organic,Desktop,/,3,1589,0,1,,0
S01191,U0851,2024-10-28,2024-10,2024-W44,Paid,Mobile,/,5,462,0,1,,0
S01192,U0813,2024-10-28,2024-10,2024-W44,Social,Desktop,/about,3,48,0,0,,0
S01193,U0852,2024-10-28,2024-10,2024-W44,Social,Tablet,/tutors,2,62,0,1,,0
S01194,U0853,2024-10-28,2024-10,2024-W44,Direct,Mobile,/tutors,1,122,0,1,,0
S01195,U0854,2024-10-28,2024-10,2024-W44,Email,Mobile,/,3,236,0,1,,0
S01196,U0855,2024-10-28,2024-10,2024-W44,Organic,Desktop,/about,2,284,0,1,,0
S01197,U0583,2024-10-28,2024-10,2024-W44,Organic,Mobile,/contact,1,230,0,0,,0
S01198,U0856,2024-10-28,2024-10,2024-W44,Social,Mobile,/,4,334,0,1,,0
S01199,U0857,2024-10-28,2024-10,2024-W44,Paid,Desktop,/pricing,3,232,0,1,,0
S01200,U0602,2024-10-28,2024-10,2024-W44,Paid,Mobile,/pricing,5,55,0,0,,0
S01201,U0041,2024-10-28,2024-10,2024-W44,Direct,Desktop,/about,4,57,0,0,,0
S01202,U0858,2024-10-28,2024-10,2024-W44,Paid,Mobile,/services,4,258,0,1,,0
S01203,U0730,2024-10-28,2024-10,2024-W44,Organic,Tablet,/tutors,2,534,0,0,,0
S01204,U0859,2024-10-28,2024-10,2024-W44,Email,Desktop,/,2,972,0,1,,0
S01205,U0550,2024-10-28,2024-10,2024-W44,Organic,Mobile,/contact,3,131,0,0,,0
S01206,U0086,2024-10-28,2024-10,2024-W44,Direct,Tablet,/services,3,448,0,0,,0
S01207,U0860,2024-10-28,2024-10,2024-W44,Organic,Desktop,/,1,171,0,1,,0
S01208,U0861,2024-10-28,2024-10,2024-W44,Direct,Desktop,/,1,821,0,1,,0
S01209,U0862,2024-10-28,2024-10,2024-W44,Social,Mobile,/,5,476,0,1,,0
S01210,U0863,2024-10-28,2024-10,2024-W44,Organic,Desktop,/services,3,177,0,1,,0
S01211,U0716,2024-10-28,2024-10,2024-W44,Paid,Desktop,/,5,503,0,0,,0
S01212,U0864,2024-10-28,2024-10,2024-W44,Organic,Mobile,/about,2,286,0,1,,0
S01213,U0445,2024-10-28,2024-10,2024-W44,Social,Mobile,/,3,119,0,0,,0
S01214,U0865,2024-10-28,2024-10,2024-W44,Direct,Desktop,/,2,1178,0,1,,1
S01215,U0866,2024-10-28,2024-10,2024-W44,Organic,Desktop,/tutors,5,130,0,1,,0
S01216,U0013,2024-10-28,2024-10,2024-W44,Direct,Mobile,/tutors,2,602,0,0,,0
S01217,U0867,2024-10-28,2024-10,2024-W44,Organic,Desktop,/services,4,147,0,1,,0
S01218,U0868,2024-10-28,2024-10,2024-W44,Organic,Desktop,/pricing,2,243,0,1,,0
S01219,U0869,2024-10-28,2024-10,2024-W44,Organic,Desktop,/tutors,1,217,0,1,,0
S01220,U0130,2024-10-28,2024-10,2024-W44,Social,Mobile,/tutors,3,190,0,0,,0
S01221,U0870,2024-10-28,2024-10,2024-W44,Email,Tablet,/services,2,771,0,1,,0
S01222,U0031,2024-10-28,2024-10,2024-W44,Organic,Mobile,/services,6,249,0,0,,0
S01223,U0871,2024-10-28,2024-10,2024-W44,Organic,Desktop,/tutors,4,72,0,1,,0
S01224,U0591,2024-10-28,2024-10,2024-W44,Organic,Desktop,/tutors,2,88,0,0,,0
S01225,U0872,2024-10-28,2024-10,2024-W44,Direct,Mobile,/services,4,221,0,1,,0
S01226,U0581,2024-10-28,2024-10,2024-W44,Organic,Desktop,/about,4,114,0,0,,0
S01227,U0792,2024-10-28,2024-10,2024-W44,Direct,Mobile,/,5,126,0,0,,0
S01228,U0873,2024-10-28,2024-10,2024-W44,Direct,Desktop,/,3,424,0,1,,0
S01229,U0522,2024-10-28,2024-10,2024-W44,Email,Desktop,/pricing,5,129,0,0,,1
S01230,U0874,2024-10-28,2024-10,2024-W44,Social,Desktop,/pricing,5,163,0,1,,1
S01231,U0373,2024-10-28,2024-10,2024-W44,Direct,Desktop,/contact,2,324,0,0,,0
S01232,U0037,2024-10-28,2024-10,2024-W44,Organic,Desktop,/services,2,82,0,0,,0
